feature,recall
"['PCE', 'HSN1F', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0
"['PCE', 'HSN1F', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.125
"['PCE', 'HSN1F', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['PCE', 'HSN1F', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['PCE', 'HSN1F', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['PCE', 'HSN1F', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['PCE', 'HSN1F', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['PCE', 'HSN1F', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['PCE', 'HSN1F', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['PCE', 'HSN1F', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.125
"['PCE', 'HSN1F', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['PCE', 'HSN1F', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['PCE', 'HSN1F', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['PCE', 'HSN1F', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['PCE', 'HSN1F', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['PCE', 'HSN1F', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'TOTALSA']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'NEWORDER']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'UMCSENT']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'AMBNS']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'EXJPUS']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'EXKOUS']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'EXCHUS']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'USSLIND', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'NEWORDER']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'UMCSENT']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'AMBNS']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'EXJPUS']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'EXKOUS']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'EXCHUS']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'TOTALSA', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'UMCSENT']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'AMBNS']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'EXJPUS']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'EXKOUS']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'EXCHUS']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'NEWORDER', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'AMBNS']",0.625
"['PCE', 'FEDFUNDS', 'UMCSENT', 'EXJPUS']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'EXKOUS']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'EXCHUS']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'XTIMVA01KRM667S']",0.125
"['PCE', 'FEDFUNDS', 'UMCSENT', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'UMCSENT', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'EXJPUS']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'EXKOUS']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'EXCHUS']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'AMBNS', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'EXKOUS']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'EXCHUS']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'EXJPUS', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'EXCHUS']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'XTIMVA01KRM667S']",0.125
"['PCE', 'FEDFUNDS', 'EXKOUS', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'EXKOUS', 'IR3TCD01KRM156N']",0.125
"['PCE', 'FEDFUNDS', 'EXCHUS', 'T10Y2YM']",0
"['PCE', 'FEDFUNDS', 'EXCHUS', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'EXCHUS', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'EXCHUS', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'EXCHUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'EXCHUS', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['PCE', 'FEDFUNDS', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'FEDFUNDS', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['PCE', 'FEDFUNDS', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.125
"['PCE', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['PCE', 'FEDFUNDS', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.125
"['PCE', 'FEDFUNDS', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['PCE', 'FEDFUNDS', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['PCE', 'FEDFUNDS', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['PCE', 'FEDFUNDS', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0
"['PCE', 'USSLIND', 'TOTALSA', 'NEWORDER']",0
"['PCE', 'USSLIND', 'TOTALSA', 'UMCSENT']",0.25
"['PCE', 'USSLIND', 'TOTALSA', 'AMBNS']",0
"['PCE', 'USSLIND', 'TOTALSA', 'EXJPUS']",0
"['PCE', 'USSLIND', 'TOTALSA', 'EXKOUS']",0.125
"['PCE', 'USSLIND', 'TOTALSA', 'EXCHUS']",0
"['PCE', 'USSLIND', 'TOTALSA', 'T10Y2YM']",0
"['PCE', 'USSLIND', 'TOTALSA', 'XTEXVA01CNM667S']",0
"['PCE', 'USSLIND', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'USSLIND', 'TOTALSA', 'XTIMVA01KRM667S']",0
"['PCE', 'USSLIND', 'TOTALSA', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'TOTALSA', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'TOTALSA', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'TOTALSA', 'IR3TCD01KRM156N']",0.125
"['PCE', 'USSLIND', 'NEWORDER', 'UMCSENT']",0.125
"['PCE', 'USSLIND', 'NEWORDER', 'AMBNS']",0
"['PCE', 'USSLIND', 'NEWORDER', 'EXJPUS']",0
"['PCE', 'USSLIND', 'NEWORDER', 'EXKOUS']",0
"['PCE', 'USSLIND', 'NEWORDER', 'EXCHUS']",0.125
"['PCE', 'USSLIND', 'NEWORDER', 'T10Y2YM']",0
"['PCE', 'USSLIND', 'NEWORDER', 'XTEXVA01CNM667S']",0
"['PCE', 'USSLIND', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'USSLIND', 'NEWORDER', 'XTIMVA01KRM667S']",0.25
"['PCE', 'USSLIND', 'NEWORDER', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'NEWORDER', 'IR3TCD01KRM156N']",0.125
"['PCE', 'USSLIND', 'UMCSENT', 'AMBNS']",0.75
"['PCE', 'USSLIND', 'UMCSENT', 'EXJPUS']",0
"['PCE', 'USSLIND', 'UMCSENT', 'EXKOUS']",1
"['PCE', 'USSLIND', 'UMCSENT', 'EXCHUS']",0.375
"['PCE', 'USSLIND', 'UMCSENT', 'T10Y2YM']",0
"['PCE', 'USSLIND', 'UMCSENT', 'XTEXVA01CNM667S']",0
"['PCE', 'USSLIND', 'UMCSENT', 'GACDFSA066MSFRBPHI']",0.25
"['PCE', 'USSLIND', 'UMCSENT', 'XTIMVA01KRM667S']",0.75
"['PCE', 'USSLIND', 'UMCSENT', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'UMCSENT', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'UMCSENT', 'LRUNTTTTKRM156S']",0.125
"['PCE', 'USSLIND', 'UMCSENT', 'IR3TCD01KRM156N']",0.25
"['PCE', 'USSLIND', 'AMBNS', 'EXJPUS']",0.5
"['PCE', 'USSLIND', 'AMBNS', 'EXKOUS']",0
"['PCE', 'USSLIND', 'AMBNS', 'EXCHUS']",0.25
"['PCE', 'USSLIND', 'AMBNS', 'T10Y2YM']",0
"['PCE', 'USSLIND', 'AMBNS', 'XTEXVA01CNM667S']",0.25
"['PCE', 'USSLIND', 'AMBNS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'USSLIND', 'AMBNS', 'XTIMVA01KRM667S']",0.125
"['PCE', 'USSLIND', 'AMBNS', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'AMBNS', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'AMBNS', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'AMBNS', 'IR3TCD01KRM156N']",0.625
"['PCE', 'USSLIND', 'EXJPUS', 'EXKOUS']",0
"['PCE', 'USSLIND', 'EXJPUS', 'EXCHUS']",0
"['PCE', 'USSLIND', 'EXJPUS', 'T10Y2YM']",0
"['PCE', 'USSLIND', 'EXJPUS', 'XTEXVA01CNM667S']",0
"['PCE', 'USSLIND', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'USSLIND', 'EXJPUS', 'XTIMVA01KRM667S']",0
"['PCE', 'USSLIND', 'EXJPUS', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'EXJPUS', 'IR3TCD01KRM156N']",0
"['PCE', 'USSLIND', 'EXKOUS', 'EXCHUS']",0
"['PCE', 'USSLIND', 'EXKOUS', 'T10Y2YM']",0
"['PCE', 'USSLIND', 'EXKOUS', 'XTEXVA01CNM667S']",0
"['PCE', 'USSLIND', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0.125
"['PCE', 'USSLIND', 'EXKOUS', 'XTIMVA01KRM667S']",0.25
"['PCE', 'USSLIND', 'EXKOUS', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'EXKOUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'EXKOUS', 'IR3TCD01KRM156N']",0.125
"['PCE', 'USSLIND', 'EXCHUS', 'T10Y2YM']",0
"['PCE', 'USSLIND', 'EXCHUS', 'XTEXVA01CNM667S']",0
"['PCE', 'USSLIND', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'USSLIND', 'EXCHUS', 'XTIMVA01KRM667S']",0.25
"['PCE', 'USSLIND', 'EXCHUS', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'EXCHUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'EXCHUS', 'IR3TCD01KRM156N']",0.125
"['PCE', 'USSLIND', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['PCE', 'USSLIND', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'USSLIND', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['PCE', 'USSLIND', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['PCE', 'USSLIND', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'USSLIND', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['PCE', 'USSLIND', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0
"['PCE', 'USSLIND', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.125
"['PCE', 'USSLIND', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0.125
"['PCE', 'USSLIND', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['PCE', 'USSLIND', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.25
"['PCE', 'USSLIND', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['PCE', 'USSLIND', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['PCE', 'USSLIND', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['PCE', 'USSLIND', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['PCE', 'USSLIND', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'UMCSENT']",0.25
"['PCE', 'TOTALSA', 'NEWORDER', 'AMBNS']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'EXJPUS']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'EXKOUS']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'EXCHUS']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'T10Y2YM']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'XTEXVA01CNM667S']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'XTIMVA01KRM667S']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'NEWORDER', 'IR3TCD01KRM156N']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'AMBNS']",0.625
"['PCE', 'TOTALSA', 'UMCSENT', 'EXJPUS']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'EXKOUS']",0.25
"['PCE', 'TOTALSA', 'UMCSENT', 'EXCHUS']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'T10Y2YM']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'XTIMVA01KRM667S']",0.375
"['PCE', 'TOTALSA', 'UMCSENT', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'UMCSENT', 'IR3TCD01KRM156N']",0.375
"['PCE', 'TOTALSA', 'AMBNS', 'EXJPUS']",0
"['PCE', 'TOTALSA', 'AMBNS', 'EXKOUS']",0.25
"['PCE', 'TOTALSA', 'AMBNS', 'EXCHUS']",0
"['PCE', 'TOTALSA', 'AMBNS', 'T10Y2YM']",0
"['PCE', 'TOTALSA', 'AMBNS', 'XTEXVA01CNM667S']",0
"['PCE', 'TOTALSA', 'AMBNS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'AMBNS', 'XTIMVA01KRM667S']",0.125
"['PCE', 'TOTALSA', 'AMBNS', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'AMBNS', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'AMBNS', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'AMBNS', 'IR3TCD01KRM156N']",0.25
"['PCE', 'TOTALSA', 'EXJPUS', 'EXKOUS']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'EXCHUS']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'T10Y2YM']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'XTEXVA01CNM667S']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'XTIMVA01KRM667S']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'EXJPUS', 'IR3TCD01KRM156N']",0
"['PCE', 'TOTALSA', 'EXKOUS', 'EXCHUS']",0
"['PCE', 'TOTALSA', 'EXKOUS', 'T10Y2YM']",0
"['PCE', 'TOTALSA', 'EXKOUS', 'XTEXVA01CNM667S']",0
"['PCE', 'TOTALSA', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'EXKOUS', 'XTIMVA01KRM667S']",0.125
"['PCE', 'TOTALSA', 'EXKOUS', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'EXKOUS', 'LRUNTTTTKRM156S']",0.25
"['PCE', 'TOTALSA', 'EXKOUS', 'IR3TCD01KRM156N']",0.125
"['PCE', 'TOTALSA', 'EXCHUS', 'T10Y2YM']",0
"['PCE', 'TOTALSA', 'EXCHUS', 'XTEXVA01CNM667S']",0
"['PCE', 'TOTALSA', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'EXCHUS', 'XTIMVA01KRM667S']",0
"['PCE', 'TOTALSA', 'EXCHUS', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'EXCHUS', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'EXCHUS', 'IR3TCD01KRM156N']",0
"['PCE', 'TOTALSA', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['PCE', 'TOTALSA', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'T10Y2YM', 'XTIMVA01KRM667S']",0
"['PCE', 'TOTALSA', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['PCE', 'TOTALSA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0
"['PCE', 'TOTALSA', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0
"['PCE', 'TOTALSA', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0
"['PCE', 'TOTALSA', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0
"['PCE', 'TOTALSA', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['PCE', 'TOTALSA', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['PCE', 'TOTALSA', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['PCE', 'TOTALSA', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['PCE', 'TOTALSA', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.375
